date,from state,to state
11/24/20130:00,UP,UP
11/25/20130:00,UP,UP
11/26/20130:00,UP,UP
11/27/20130:00,UP,UP
11/28/20130:00,UP,DOWN
12/1/20130:00,UP,UP
12/2/20130:00,UP,UP
12/3/20130:00,UP,DOWN
12/7/20130:00,UP,UP
12/8/20130:00,UP,UP
12/9/20130:00,UP,DOWN
12/12/20130:00,UP,DOWN
12/14/20130:00,UP,DOWN
12/18/20130:00,UP,DOWN
12/21/20130:00,UP,UP
12/22/20130:00,UP,DOWN
12/24/20130:00,UP,UP
12/25/20130:00,UP,DOWN
12/28/20130:00,UP,UP
12/29/20130:00,UP,DOWN
12/31/20130:00,UP,UP
1/1/20140:00,UP,UP
1/2/20140:00,UP,UP
1/3/20140:00,UP,UP
1/4/20140:00,UP,UP
1/5/20140:00,UP,DOWN
1/7/20140:00,UP,DOWN
1/9/20140:00,UP,UP
1/10/20140:00,UP,DOWN
1/14/20140:00,UP,DOWN
