p,p-value
0.0,0.0
0.01,1.66374231829e-08
0.02,1.73843802864e-06
0.03,2.42205967617e-05
0.04,0.000147801752674
0.05,0.000573488986771
0.06,0.00167046790874
0.07,0.00399115200745
0.08,0.0082467825757
0.09,0.0152485755818
0.1,0.0258267886619
0.11,0.0407426928299
0.12,0.082208680662
0.13,0.101149166528
0.14,0.180285865053
0.15,0.200609859389
0.16,0.31398928492
0.17,0.333896660248
0.18,0.473673144637
0.19,0.491312792857
0.2,0.648263335015
0.21,0.822177026664
0.22,0.826847622998
0.23,1.0
0.24,1.0
0.25,1.0
0.26,0.837722773355
0.27,0.837300583659
0.28,0.686581809179
0.29,0.553499174
0.3,0.551006321884
0.31,0.433871731774
0.32,0.433557510807
0.33,0.332786674342
0.34,0.251849933407
0.35,0.250079638319
0.36,0.183803109571
0.37,0.133799509368
0.38,0.131188699438
0.39,0.092333367471
0.4,0.0647639951065
0.41,0.0621038950772
0.42,0.0419215548086
0.43,0.0406938427078
0.44,0.0263011980439
0.45,0.0171169651299
0.46,0.0159575055264
0.47,0.00990374136082
0.48,0.0093278413389
0.49,0.00548574662431
0.5,0.00522287935019
0.51,0.00289024251696
0.52,0.00166788605563
0.53,0.00143562706249
0.54,0.000786806610381
0.55,0.000664547469782
0.56,0.000346647977841
0.57,0.000282725538549
0.58,0.000141849783781
0.59,0.000109070517743
0.6,5.39675779039e-05
0.61,3.7981633118e-05
0.62,3.02004410003e-05
0.63,1.22110494556e-05
0.64,8.17096819441e-06
0.65,6.28100651586e-06
0.66,2.17794623085e-06
0.67,1.20899335476e-06
0.68,6.56223153499e-07
0.69,3.47825922809e-07
0.7,1.79774924366e-07
0.71,9.04610112094e-08
0.72,4.42377009258e-08
0.73,2.09831429542e-08
0.74,9.63263581228e-09
0.75,4.2692576592e-09
0.76,1.8217803902e-09
0.77,7.46148517909e-10
0.78,2.92285482002e-10
0.79,1.09066942433e-10
0.8,3.85901290537e-11
0.81,1.28777191739e-11
0.82,4.02796497792e-12
0.83,1.17234749348e-12
0.84,3.1478480111e-13
0.85,7.71781631358e-14
0.86,1.70650731001e-14
0.87,3.35168154225e-15
0.88,5.7382407374e-16
0.89,8.36249606947e-17
0.9,1.00613223062e-17
0.91,9.59947572104e-19
0.92,6.8774094336e-20
0.93,3.42746264404e-21
0.94,1.06228942501e-22
0.95,1.72111691224e-24
0.96,1.08971310942e-26
0.97,1.5626263365e-29
0.98,1.49141188322e-33
0.99,1.90310248757e-40
1.0,0.0
